# Time (s),CP location (mm),CG location (mm),Stability margin calibers (​)
150.031,2158,1577,3.791
150.081,2156,1577,3.782
150.131,2156,1577,3.782
150.181,2154.9999999999995,1577,3.773
150.231,2154,1577,3.768
150.281,2153,1577,3.758
150.331,2150,1577,3.741
150.381,2149,1577,3.736
150.431,2149,1577,3.73
150.481,2149,1577,3.734
150.531,2148,1577,3.73
150.581,2146,1577,3.714
150.631,2145,1577,3.708
150.681,2145,1577,3.705
150.731,2142.9999999999995,1577,3.692
150.781,2141,1577,3.683
150.831,2141,1577,3.679
150.881,2141,1577,3.679
150.931,2141,1577,3.682
150.981,2142,1577,3.685
151.031,2141,1577,3.681
151.081,2140,1577,3.675
151.131,2140,1577,3.677
151.181,2138,1577,3.663
151.231,2136,1577,3.648
151.281,2134.9999999999995,1577,3.642
151.331,2136,1577,3.651
151.381,2137,1577,3.657
151.431,2137,1577,3.656
151.481,2138.9999999999995,1577,3.668
151.531,2140,1577,3.672
151.581,2140,1577,3.672
151.631,2138.9999999999995,1577,3.671
151.681,2140,1577,3.673
151.731,2140,1577,3.678
151.781,2142,1577,3.69
151.831,2145,1577,3.707
151.881,2146,1577,3.716
151.931,2146.9999999999995,1577,3.718
151.981,2149,1577,3.734
152.031,2152,1577,3.75
152.081,2152,1577,3.752
152.131,2150.9999999999995,1577,3.747
152.181,2150,1577,3.738
152.231,2152,1577,3.752
152.281,2153,1577,3.761
152.331,2154.9999999999995,1577,3.774
152.381,2157,1577,3.785
152.431,2157,1577,3.786
152.481,2158.9999999999995,1577,3.797
152.531,2161,1577,3.812
152.581,2162,1577,3.819
152.631,2162,1577,3.815
152.681,2162,1577,3.817
152.731,2162,1577,3.82
152.781,2161,1577,3.811
152.831,2160,1577,3.805
152.881,2161,1577,3.809
152.931,2158.9999999999995,1577,3.799
152.981,2157,1577,3.788
153.031,2158,1577,3.794
153.081,2157,1577,3.788
153.131,2158,1577,3.794
153.181,2160,1577,3.802
153.231,2158,1577,3.789
153.281,2156,1577,3.776
153.331,2153,1577,3.76
153.381,2153,1577,3.762
153.431,2153,1577,3.762
153.481,2152,1577,3.751
153.531,2150.9999999999995,1577,3.744
153.581,2150.9999999999995,1577,3.746
153.631,2153,1577,3.759
153.681,2153,1577,3.762
153.731,2152,1577,3.756
153.781,2152,1577,3.751
153.831,2150.9999999999995,1577,3.745
153.881,2149,1577,3.733
153.931,2148,1577,3.725
153.981,2146.9999999999995,1577,3.718
154.031,2146.9999999999995,1577,3.718
154.081,2146.9999999999995,1577,3.719
154.131,2146.9999999999995,1577,3.717
154.181,2148,1577,3.724
154.231,2148,1577,3.729
154.281,2150,1577,3.74
154.331,2152,1577,3.75
154.381,2152,1577,3.755
154.431,2152,1577,3.753
154.481,2150.9999999999995,1577,3.747
154.531,2150.9999999999995,1577,3.746
154.581,2152,1577,3.75
154.631,2150.9999999999995,1577,3.747
154.681,2150,1577,3.74
154.731,2150,1577,3.743
154.781,2153,1577,3.759
154.831,2154.9999999999995,1577,3.773
154.881,2156,1577,3.781
154.931,2158,1577,3.792
154.981,2158,1577,3.794
155.031,2157,1577,3.783
155.081,2157,1577,3.782
155.131,2156,1577,3.78
155.181,2156,1577,3.776
155.231,2154.9999999999995,1577,3.774
155.281,2154.9999999999995,1577,3.773
155.331,2156,1577,3.776
155.381,2154.9999999999995,1577,3.775
155.431,2154,1577,3.768
155.481,2152,1577,3.753
155.531,2150,1577,3.742
155.581,2150,1577,3.737
155.631,2150.9999999999995,1577,3.748
155.681,2150.9999999999995,1577,3.749
155.731,2148,1577,3.729
155.781,2148,1577,3.724
155.831,2148,1577,3.727
155.881,2146.9999999999995,1577,3.72
155.931,2148,1577,3.726
155.981,2148,1577,3.723
156.031,2148,1577,3.727
156.081,2149,1577,3.731
156.131,2148,1577,3.729
156.181,2148,1577,3.727
156.231,2146,1577,3.713
156.281,2144,1577,3.7
156.331,2144,1577,3.702
156.381,2146,1577,3.714
156.431,2146,1577,3.716
156.481,2146.9999999999995,1577,3.717
156.531,2146,1577,3.715
156.581,2146.9999999999995,1577,3.718
156.631,2144,1577,3.702
156.681,2142.9999999999995,1577,3.694
156.731,2142.9999999999995,1577,3.696
156.781,2142.9999999999995,1577,3.693
156.831,2142.9999999999995,1577,3.694
156.881,2144,1577,3.703
156.931,2148,1577,3.729
156.981,2150.9999999999995,1577,3.743
157.031,2149,1577,3.734
157.081,2146.9999999999995,1577,3.722
157.131,2148,1577,3.726
157.181,2149,1577,3.734
157.231,2150.9999999999995,1577,3.745
157.281,2154,1577,3.763
157.331,2157,1577,3.786
157.381,2158,1577,3.793
157.431,2158.9999999999995,1577,3.801
157.481,2161,1577,3.813
157.531,2160,1577,3.805
157.581,2158,1577,3.794
157.631,2158.9999999999995,1577,3.801
157.681,2162,1577,3.821
157.731,2164,1577,3.831
157.781,2164,1577,3.833
157.831,2166,1577,3.841
157.881,2166,1577,3.844
157.931,2166,1577,3.845
157.981,2166.9999999999995,1577,3.85
158.031,2165,1577,3.839
158.081,2162.9999999999995,1577,3.825
158.131,2162,1577,3.815
158.181,2158,1577,3.795
158.231,2156,1577,3.781
158.281,2154.9999999999995,1577,3.771
158.331,2152,1577,3.755
158.381,2153,1577,3.757
158.431,2153,1577,3.761
158.481,2150.9999999999995,1577,3.749
158.531,2148,1577,3.727
158.581,2144,1577,3.701
158.631,2144,1577,3.699
158.681,2145,1577,3.71
158.731,2145,1577,3.706
158.781,2142,1577,3.689
158.831,2140,1577,3.676
158.881,2138.9999999999995,1577,3.666
158.931,2137,1577,3.658
158.981,2136,1577,3.649
159.031,2136,1577,3.647
159.081,2138,1577,3.659
159.131,2138,1577,3.663
159.181,2137,1577,3.652
159.231,2138,1577,3.659
159.281,2140,1577,3.675
159.331,2140,1577,3.676
159.381,2140,1577,3.675
159.431,2141,1577,3.681
159.481,2142,1577,3.685
159.531,2142.9999999999995,1577,3.692
159.581,2145,1577,3.706
159.631,2146,1577,3.712
159.681,2146.9999999999995,1577,3.722
159.731,2146.9999999999995,1577,3.723
159.781,2146,1577,3.716
159.831,2146,1577,3.712
159.881,2146,1577,3.712
159.931,2146,1577,3.715
159.981,2150,1577,3.739
160.031,2152,1577,3.755
160.081,2156,1577,3.776
160.131,2157,1577,3.788
160.181,2156,1577,3.778
160.231,2156,1577,3.781
160.281,2157,1577,3.785
160.331,2158.9999999999995,1577,3.796
160.381,2158.9999999999995,1577,3.799
160.431,2161,1577,3.81
160.481,2162,1577,3.821
160.531,2162,1577,3.82
160.581,2162,1577,3.821
160.631,2162.9999999999995,1577,3.825
160.681,2162.9999999999995,1577,3.824
160.731,2162.9999999999995,1577,3.827
160.781,2162.9999999999995,1577,3.824
160.831,2162,1577,3.821
160.881,2162.9999999999995,1577,3.826
160.931,2162.9999999999995,1577,3.823
160.981,2162,1577,3.815
161.031,2161,1577,3.809
161.081,2160,1577,3.802
161.131,2158.9999999999995,1577,3.797
161.181,2158.9999999999995,1577,3.797
161.231,2158,1577,3.79
161.281,2154.9999999999995,1577,3.77
161.331,2153,1577,3.762
161.381,2154,1577,3.767
161.431,2153,1577,3.762
161.481,2150.9999999999995,1577,3.746
161.531,2149,1577,3.732
161.581,2148,1577,3.727
161.631,2149,1577,3.734
161.681,2149,1577,3.736
161.731,2150,1577,3.741
161.781,2149,1577,3.731
161.831,2148,1577,3.725
161.881,2148,1577,3.724
161.931,2145,1577,3.71
161.981,2145,1577,3.705
162.031,2142.9999999999995,1577,3.691
162.081,2140,1577,3.675
162.131,2138.9999999999995,1577,3.669
162.181,2138.9999999999995,1577,3.669
162.231,2141,1577,3.683
162.281,2142,1577,3.69
162.331,2142,1577,3.685
162.381,2141,1577,3.682
162.431,2141,1577,3.679
162.481,2141,1577,3.678
162.531,2142,1577,3.685
162.581,2142.9999999999995,1577,3.693
162.631,2146,1577,3.714
162.681,2149,1577,3.734
162.731,2150,1577,3.742
162.781,2150,1577,3.741
162.831,2150.9999999999995,1577,3.746
162.881,2150,1577,3.741
162.931,2149,1577,3.731
162.981,2149,1577,3.736
163.031,2150,1577,3.737
163.081,2150,1577,3.74
163.131,2152,1577,3.753
163.181,2154.9999999999995,1577,3.772
163.231,2158,1577,3.792
163.281,2158.9999999999995,1577,3.8
163.331,2158,1577,3.794
163.381,2158,1577,3.794
163.431,2158.9999999999995,1577,3.801
163.481,2158.9999999999995,1577,3.796
163.531,2157,1577,3.786
163.581,2158,1577,3.79
163.631,2158.9999999999995,1577,3.801
163.681,2160,1577,3.807
163.731,2161,1577,3.81
163.781,2162,1577,3.816
163.831,2162.9999999999995,1577,3.822
163.881,2161,1577,3.814
163.931,2158,1577,3.795
163.981,2157,1577,3.784
164.031,2157,1577,3.782
164.081,2157,1577,3.784
164.131,2156,1577,3.778
164.181,2156,1577,3.777
164.231,2156,1577,3.782
164.281,2157,1577,3.783
164.331,2156,1577,3.776
164.381,2154,1577,3.765
164.431,2150.9999999999995,1577,3.746
164.481,2148,1577,3.725
164.531,2146,1577,3.717
164.581,2146.9999999999995,1577,3.717
164.631,2148,1577,3.726
164.681,2146,1577,3.714
164.731,2142.9999999999995,1577,3.697
164.781,2142,1577,3.689
164.831,2141,1577,3.684
164.881,2144,1577,3.698
164.931,2146.9999999999995,1577,3.718
164.981,2148,1577,3.727
165.031,2148,1577,3.725
165.081,2148,1577,3.726
165.131,2148,1577,3.723
165.181,2146.9999999999995,1577,3.719
165.231,2146.9999999999995,1577,3.719
165.281,2149,1577,3.732
165.331,2150.9999999999995,1577,3.744
165.381,2152,1577,3.75
165.431,2152,1577,3.751
165.481,2153,1577,3.757
165.531,2152,1577,3.753
165.581,2150,1577,3.739
165.631,2146.9999999999995,1577,3.72
165.681,2145,1577,3.705
165.731,2142,1577,3.689
165.781,2142,1577,3.686
165.831,2144,1577,3.699
165.881,2142.9999999999995,1577,3.694
165.931,2142.9999999999995,1577,3.695
165.981,2145,1577,3.707
166.031,2146,1577,3.711
166.081,2148,1577,3.723
166.131,2150,1577,3.739
166.181,2150,1577,3.739
166.231,2150,1577,3.74
166.281,2150.9999999999995,1577,3.749
166.331,2153,1577,3.76
166.381,2154.9999999999995,1577,3.775
166.431,2157,1577,3.786
166.481,2158,1577,3.792
166.531,2158,1577,3.795
166.581,2158,1577,3.789
166.631,2157,1577,3.786
166.681,2158,1577,3.791
166.731,2158.9999999999995,1577,3.801
166.781,2160,1577,3.805
166.831,2158.9999999999995,1577,3.798
166.881,2156,1577,3.781
166.931,2154,1577,3.763
166.981,2152,1577,3.755
167.031,2152,1577,3.755
167.081,2153,1577,3.761
167.131,2154.9999999999995,1577,3.775
167.181,2156,1577,3.781
167.231,2156,1577,3.777
167.281,2156,1577,3.777
167.331,2156,1577,3.776
167.381,2154.9999999999995,1577,3.769
167.431,2153,1577,3.76
167.481,2150.9999999999995,1577,3.746
167.531,2149,1577,3.73
167.581,2148,1577,3.726
167.631,2149,1577,3.735
167.681,2149,1577,3.734
167.731,2149,1577,3.733
167.781,2148,1577,3.728
167.831,2149,1577,3.735
167.881,2150,1577,3.742
167.931,2150,1577,3.743
167.981,2150,1577,3.741
168.031,2149,1577,3.736
168.081,2150,1577,3.737
168.131,2149,1577,3.731
168.181,2146.9999999999995,1577,3.717
168.231,2146.9999999999995,1577,3.721
168.281,2149,1577,3.736
168.331,2150,1577,3.738
168.381,2149,1577,3.731
168.431,2149,1577,3.73
168.481,2152,1577,3.754
168.531,2154.9999999999995,1577,3.773
168.581,2156,1577,3.779
168.631,2157,1577,3.786
168.681,2156,1577,3.782
168.731,2156,1577,3.776
168.781,2154,1577,3.765
168.831,2153,1577,3.759
168.881,2154,1577,3.764
168.931,2152,1577,3.754
168.981,2150,1577,3.741
169.031,2146.9999999999995,1577,3.721
169.081,2144,1577,3.703
169.131,2142.9999999999995,1577,3.697
169.181,2144,1577,3.702
169.231,2145,1577,3.708
169.281,2145,1577,3.704
169.331,2146,1577,3.713
169.381,2146.9999999999995,1577,3.722
169.431,2145,1577,3.71
169.481,2142.9999999999995,1577,3.691
169.531,2142,1577,3.689
169.581,2142,1577,3.69
169.631,2142,1577,3.69
169.681,2142.9999999999995,1577,3.696
169.731,2145,1577,3.704
169.781,2146,1577,3.714
169.831,2148,1577,3.725
169.881,2149,1577,3.733
169.931,2150.9999999999995,1577,3.748
169.981,2153,1577,3.761
170.031,2154,1577,3.764
170.081,2156,1577,3.779
170.131,2157,1577,3.787
170.181,2158,1577,3.793
170.231,2158.9999999999995,1577,3.801
170.281,2160,1577,3.806
170.331,2162,1577,3.815
170.381,2162.9999999999995,1577,3.825
170.431,2164,1577,3.834
170.481,2165,1577,3.84
170.531,2166,1577,3.845
170.581,2165,1577,3.841
170.631,2165,1577,3.837
170.681,2164,1577,3.834
170.731,2162,1577,3.82
170.781,2161,1577,3.813
170.831,2162,1577,3.816
170.881,2160,1577,3.807
170.931,2158.9999999999995,1577,3.798
170.981,2158.9999999999995,1577,3.797
171.031,2157,1577,3.786
171.081,2154.9999999999995,1577,3.775
171.131,2154.9999999999995,1577,3.773
171.181,2154.9999999999995,1577,3.774
171.231,2157,1577,3.784
171.281,2154.9999999999995,1577,3.773
171.331,2152,1577,3.752
171.381,2150,1577,3.741
171.431,2146.9999999999995,1577,3.722
171.481,2145,1577,3.708
171.531,2145,1577,3.705
171.581,2142.9999999999995,1577,3.694
171.631,2142,1577,3.686
171.681,2141,1577,3.679
171.731,2141,1577,3.684
171.781,2142.9999999999995,1577,3.697
171.831,2144,1577,3.7
171.881,2141,1577,3.682
171.931,2140,1577,3.676
171.981,2141,1577,3.68
172.031,2141,1577,3.682
172.081,2140,1577,3.675
172.131,2138.9999999999995,1577,3.67
172.181,2138.9999999999995,1577,3.666
172.231,2138,1577,3.664
172.281,2138.9999999999995,1577,3.667
172.331,2138.9999999999995,1577,3.666
172.381,2137,1577,3.657
172.431,2138,1577,3.658
172.481,2137,1577,3.657
172.531,2140,1577,3.672
172.581,2142,1577,3.686
172.631,2142.9999999999995,1577,3.691
172.681,2145,1577,3.704
172.731,2145,1577,3.707
172.781,2146.9999999999995,1577,3.721
172.831,2150,1577,3.736
172.881,2150,1577,3.738
172.931,2149,1577,3.736
172.981,2149,1577,3.73
173.031,2149,1577,3.73
173.081,2149,1577,3.73
173.131,2146.9999999999995,1577,3.721
173.181,2149,1577,3.73
173.231,2149,1577,3.736
173.281,2150.9999999999995,1577,3.744
173.331,2152,1577,3.752
173.381,2153,1577,3.761
173.431,2154.9999999999995,1577,3.775
173.481,2157,1577,3.782
173.531,2160,1577,3.805
173.581,2161,1577,3.814
173.631,2160,1577,3.805
173.681,2162,1577,3.817
173.731,2162,1577,3.821
173.781,2164,1577,3.829
173.831,2166,1577,3.843
173.881,2166,1577,3.842
173.931,2165,1577,3.841
173.981,2165,1577,3.836
174.031,2164,1577,3.833
174.081,2168,1577,3.857
174.131,2168,1577,3.859
174.181,2165,1577,3.839
174.231,2162.9999999999995,1577,3.827
174.281,2165,1577,3.835
174.331,2168,1577,3.854
174.381,2168,1577,3.857
174.431,2168,1577,3.855
174.481,2165,1577,3.838
174.531,2161,1577,3.814
174.581,2160,1577,3.803
174.631,2158,1577,3.79
174.681,2157,1577,3.788
174.731,2156,1577,3.778
174.781,2154,1577,3.764
174.831,2153,1577,3.756
174.881,2153,1577,3.757
174.931,2154,1577,3.766
174.981,2153,1577,3.76
175.031,2152,1577,3.754
175.081,2152,1577,3.75
175.131,2150.9999999999995,1577,3.747
175.181,2149,1577,3.73
175.231,2146,1577,3.713
175.281,2142.9999999999995,1577,3.697
175.331,2141,1577,3.683
175.381,2140,1577,3.675
175.431,2138.9999999999995,1577,3.671
175.481,2138.9999999999995,1577,3.67
175.531,2138.9999999999995,1577,3.667
175.581,2137,1577,3.653
175.631,2134.9999999999995,1577,3.644
175.681,2134.9999999999995,1577,3.64
175.731,2134.9999999999995,1577,3.64
175.781,2134.9999999999995,1577,3.64
175.831,2134,1577,3.636
175.881,2133,1577,3.628
175.931,2133,1577,3.627
175.981,2133,1577,3.631
176.031,2134.9999999999995,1577,3.64
176.081,2138,1577,3.659
176.131,2138.9999999999995,1577,3.668
176.181,2140,1577,3.677
176.231,2142,1577,3.687
176.281,2142,1577,3.69
176.331,2142,1577,3.685
176.381,2142.9999999999995,1577,3.692
176.431,2146,1577,3.712
176.481,2149,1577,3.733
176.531,2150.9999999999995,1577,3.745
176.581,2150.9999999999995,1577,3.749
176.631,2152,1577,3.754
176.681,2153,1577,3.758
176.731,2154,1577,3.764
176.781,2154,1577,3.768
176.831,2157,1577,3.783
176.881,2158,1577,3.79
176.931,2158.9999999999995,1577,3.8
176.981,2162,1577,3.82
177.031,2164,1577,3.833
177.081,2165,1577,3.841
177.131,2165,1577,3.836
177.181,2165,1577,3.838
177.231,2166,1577,3.842
177.281,2166,1577,3.843
177.331,2164,1577,3.831
177.381,2166,1577,3.844
177.431,2166,1577,3.846
177.481,2166,1577,3.843
177.531,2166,1577,3.846
177.581,2166,1577,3.847
177.631,2166,1577,3.845
177.681,2166.9999999999995,1577,3.849
177.731,2166.9999999999995,1577,3.853
177.781,2166.9999999999995,1577,3.851
177.831,2166.9999999999995,1577,3.85
177.881,2166,1577,3.846
177.931,2166,1577,3.845
177.981,2165,1577,3.839
178.031,2161,1577,3.814
178.081,2158.9999999999995,1577,3.801
178.131,2157,1577,3.784
178.181,2153,1577,3.758
178.231,2152,1577,3.754
178.281,2150.9999999999995,1577,3.743
178.331,2148,1577,3.727
178.381,2146,1577,3.716
178.431,2145,1577,3.705
178.481,2142.9999999999995,1577,3.695
178.531,2142,1577,3.689
178.581,2140,1577,3.676
178.631,2138.9999999999995,1577,3.669
178.681,2140,1577,3.672
178.731,2138.9999999999995,1577,3.665
178.781,2136,1577,3.651
178.831,2134,1577,3.638
178.881,2134,1577,3.634
178.931,2133,1577,3.627
178.981,2130.9999999999995,1577,3.616
179.031,2130,1577,3.608
179.081,2130,1577,3.608
179.131,2130,1577,3.607
179.181,2130,1577,3.611
179.231,2130.9999999999995,1577,3.615
179.281,2132,1577,3.62
179.331,2133,1577,3.629
179.381,2134.9999999999995,1577,3.644
179.431,2138,1577,3.661
179.481,2140,1577,3.675
179.531,2142,1577,3.686
179.581,2142.9999999999995,1577,3.697
179.631,2146.9999999999995,1577,3.721
179.681,2150,1577,3.741
179.731,2153,1577,3.76
179.781,2154,1577,3.769
179.831,2154,1577,3.767
179.881,2154,1577,3.769
179.931,2154.9999999999995,1577,3.774
179.981,2158,1577,3.791
180.031,2158.9999999999995,1577,3.795
180.081,2158.9999999999995,1577,3.799
180.131,2160,1577,3.806
180.181,2162,1577,3.817
180.231,2164,1577,3.83
180.281,2165,1577,3.836
180.331,2165,1577,3.836
180.381,2164,1577,3.828
180.431,2162.9999999999995,1577,3.822
180.481,2161,1577,3.813
180.531,2160,1577,3.807
180.581,2160,1577,3.802
180.631,2158.9999999999995,1577,3.796
180.681,2157,1577,3.788
180.731,2158.9999999999995,1577,3.795
180.781,2161,1577,3.809
180.831,2160,1577,3.806
180.881,2158,1577,3.789
180.931,2157,1577,3.783
180.981,2156,1577,3.78
181.031,2154,1577,3.766
181.081,2154,1577,3.763
181.131,2154.9999999999995,1577,3.773
181.181,2156,1577,3.78
181.231,2157,1577,3.786
181.281,2157,1577,3.782
181.331,2156,1577,3.779
181.381,2156,1577,3.777
181.431,2154.9999999999995,1577,3.769
181.481,2153,1577,3.759
181.531,2150.9999999999995,1577,3.748
181.581,2150,1577,3.738
181.631,2148,1577,3.728
181.681,2146.9999999999995,1577,3.72
181.731,2145,1577,3.707
181.781,2145,1577,3.708
181.831,2142.9999999999995,1577,3.697
181.881,2141,1577,3.684
181.931,2140,1577,3.677
181.981,2141,1577,3.681
182.031,2142,1577,3.688
182.081,2140,1577,3.673
182.131,2138.9999999999995,1577,3.669
182.181,2140,1577,3.672
182.231,2140,1577,3.674
182.281,2141,1577,3.679
182.331,2140,1577,3.673
182.381,2141,1577,3.679
182.431,2142,1577,3.685
182.481,2142,1577,3.689
182.531,2144,1577,3.701
182.581,2146.9999999999995,1577,3.721
182.631,2150,1577,3.738
182.681,2152,1577,3.756
182.731,2154.9999999999995,1577,3.773
182.781,2156,1577,3.779
182.831,2156,1577,3.777
182.881,2154.9999999999995,1577,3.773
182.931,2156,1577,3.782
182.981,2158,1577,3.792
183.031,2158,1577,3.793
183.081,2158.9999999999995,1577,3.799
183.131,2160,1577,3.802
183.181,2160,1577,3.803
183.231,2160,1577,3.807
183.281,2161,1577,3.812
183.331,2164,1577,3.828
183.381,2164,1577,3.833
183.431,2162,1577,3.815
183.481,2161,1577,3.812
183.531,2162,1577,3.818
183.581,2160,1577,3.806
183.631,2158,1577,3.795
183.681,2158,1577,3.794
183.731,2158.9999999999995,1577,3.797
183.781,2161,1577,3.812
183.831,2162,1577,3.819
183.881,2162,1577,3.816
183.931,2158.9999999999995,1577,3.797
183.981,2156,1577,3.78
184.031,2156,1577,3.777
184.081,2157,1577,3.785
184.131,2157,1577,3.785
184.181,2156,1577,3.778
184.231,2154,1577,3.767
184.281,2154,1577,3.765
184.331,2152,1577,3.755
184.381,2148,1577,3.724
184.431,2145,1577,3.706
184.481,2146,1577,3.715
184.531,2148,1577,3.729
184.581,2149,1577,3.73
184.631,2148,1577,3.724
184.681,2144,1577,3.701
184.731,2142,1577,3.69
184.781,2142,1577,3.684
184.831,2141,1577,3.681
184.881,2142.9999999999995,1577,3.691
184.931,2142.9999999999995,1577,3.696
184.981,2142.9999999999995,1577,3.692
185.031,2142.9999999999995,1577,3.696
185.081,2144,1577,3.698
185.131,2141,1577,3.684
185.181,2140,1577,3.677
185.231,2141,1577,3.678
185.281,2142.9999999999995,1577,3.694
185.331,2142.9999999999995,1577,3.693
185.381,2141,1577,3.683
185.431,2142,1577,3.685
185.481,2142,1577,3.691
185.531,2142.9999999999995,1577,3.696
185.581,2145,1577,3.706
185.631,2145,1577,3.709
185.681,2145,1577,3.709
185.731,2146,1577,3.713
185.781,2146.9999999999995,1577,3.721
185.831,2150.9999999999995,1577,3.745
185.881,2152,1577,3.752
185.931,2150.9999999999995,1577,3.746
185.981,2149,1577,3.736
186.031,2150,1577,3.74
186.081,2150.9999999999995,1577,3.749
186.131,2154,1577,3.769
186.181,2156,1577,3.78
186.231,2157,1577,3.783
186.281,2157,1577,3.788
186.331,2156,1577,3.776
186.381,2156,1577,3.779
186.431,2157,1577,3.788
186.481,2158.9999999999995,1577,3.798
186.531,2161,1577,3.813
186.581,2161,1577,3.814
186.631,2158.9999999999995,1577,3.797
186.681,2157,1577,3.786
186.731,2156,1577,3.778
186.781,2156,1577,3.781
186.831,2157,1577,3.787
186.881,2158,1577,3.793
186.931,2158.9999999999995,1577,3.8
186.981,2161,1577,3.811
187.031,2161,1577,3.814
187.081,2161,1577,3.811
187.131,2160,1577,3.808
187.181,2160,1577,3.803
187.231,2160,1577,3.804
187.281,2158.9999999999995,1577,3.8
187.331,2158.9999999999995,1577,3.796
187.381,2158,1577,3.793
187.431,2156,1577,3.778
187.481,2153,1577,3.758
187.531,2150,1577,3.743
187.581,2149,1577,3.736
187.631,2150,1577,3.736
187.681,2149,1577,3.736
187.731,2149,1577,3.733
187.781,2150,1577,3.738
187.831,2150,1577,3.741
187.881,2150,1577,3.743
187.931,2150,1577,3.74
187.981,2149,1577,3.735
188.031,2149,1577,3.733
188.081,2148,1577,3.724
188.131,2144,1577,3.702
188.181,2142.9999999999995,1577,3.694
188.231,2141,1577,3.681
188.281,2140,1577,3.675
188.331,2141,1577,3.681
188.381,2141,1577,3.682
188.431,2144,1577,3.704
188.481,2148,1577,3.724
188.531,2146.9999999999995,1577,3.723
188.581,2146.9999999999995,1577,3.717
188.631,2145,1577,3.705
188.681,2144,1577,3.699
188.731,2144,1577,3.703
188.781,2145,1577,3.706
188.831,2144,1577,3.703
188.881,2145,1577,3.705
188.931,2145,1577,3.709
188.981,2146,1577,3.711
189.031,2145,1577,3.709
189.081,2146,1577,3.711
189.131,2144,1577,3.704
189.181,2145,1577,3.708
189.231,2146.9999999999995,1577,3.722
189.281,2148,1577,3.726
189.331,2148,1577,3.727
189.381,2148,1577,3.729
189.431,2150,1577,3.739
189.481,2152,1577,3.751
189.531,2150.9999999999995,1577,3.748
189.581,2153,1577,3.757
189.631,2154,1577,3.768
189.681,2154.9999999999995,1577,3.769
189.731,2154.9999999999995,1577,3.771
189.781,2154.9999999999995,1577,3.769
189.831,2154.9999999999995,1577,3.774
189.881,2156,1577,3.778
189.931,2156,1577,3.776
189.981,2158,1577,3.79
190.031,2160,1577,3.803
190.081,2158.9999999999995,1577,3.799
190.131,2157,1577,3.784
190.181,2156,1577,3.776
190.231,2154.9999999999995,1577,3.772
190.281,2154.9999999999995,1577,3.771
190.331,2154.9999999999995,1577,3.769
190.381,2154,1577,3.765
190.431,2153,1577,3.759
190.481,2150.9999999999995,1577,3.747
190.531,2150.9999999999995,1577,3.746
190.581,2153,1577,3.762
190.631,2154.9999999999995,1577,3.775
190.681,2154.9999999999995,1577,3.773
190.731,2154.9999999999995,1577,3.771
190.781,2156,1577,3.782
190.831,2156,1577,3.777
190.881,2154.9999999999995,1577,3.774
190.931,2157,1577,3.784
190.981,2157,1577,3.785
191.031,2158,1577,3.79
191.081,2158,1577,3.789
191.131,2157,1577,3.782
191.181,2156,1577,3.781
191.231,2157,1577,3.784
191.281,2156,1577,3.778
191.331,2154,1577,3.765
191.381,2153,1577,3.756
191.431,2152,1577,3.753
191.481,2154.9999999999995,1577,3.77
191.531,2156,1577,3.78
191.581,2156,1577,3.782
191.631,2156,1577,3.777
191.681,2153,1577,3.76
191.731,2150.9999999999995,1577,3.746
191.781,2150,1577,3.738
191.831,2150,1577,3.74
191.881,2150,1577,3.74
191.931,2152,1577,3.75
191.981,2152,1577,3.752
192.031,2150.9999999999995,1577,3.744
192.081,2150,1577,3.738
192.131,2150,1577,3.738
192.181,2148,1577,3.725
192.231,2146.9999999999995,1577,3.721
192.281,2146,1577,3.715
192.331,2145,1577,3.706
192.381,2145,1577,3.708
192.431,2145,1577,3.708
192.481,2145,1577,3.704
192.531,2144,1577,3.701
192.581,2145,1577,3.706
192.631,2144,1577,3.698
192.681,2144,1577,3.7
192.731,2145,1577,3.708
192.781,2144,1577,3.698
192.831,2142.9999999999995,1577,3.697
192.881,2142.9999999999995,1577,3.691
192.931,2142,1577,3.687
192.981,2142,1577,3.684
193.031,2142,1577,3.688
193.081,2142.9999999999995,1577,3.695
193.131,2144,1577,3.697
193.181,2145,1577,3.706
193.231,2146,1577,3.713
193.281,2146.9999999999995,1577,3.722
193.331,2148,1577,3.729
193.381,2148,1577,3.725
193.431,2146.9999999999995,1577,3.719
193.481,2149,1577,3.731
193.531,2150.9999999999995,1577,3.745
193.581,2152,1577,3.751
193.631,2153,1577,3.759
193.681,2154.9999999999995,1577,3.771
193.731,2156,1577,3.781
193.781,2158,1577,3.793
193.831,2160,1577,3.802
193.881,2160,1577,3.803
193.931,2160,1577,3.807
193.981,2158,1577,3.794
194.031,2154.9999999999995,1577,3.773
194.081,2154.9999999999995,1577,3.775
194.131,2154,1577,3.768
194.181,2154,1577,3.766
194.231,2153,1577,3.762
194.281,2153,1577,3.757
194.331,2154.9999999999995,1577,3.771
194.381,2156,1577,3.777
194.431,2156,1577,3.777
194.481,2157,1577,3.783
194.531,2158,1577,3.793
194.581,2158.9999999999995,1577,3.795
194.631,2160,1577,3.804
194.681,2161,1577,3.809
194.731,2160,1577,3.804
194.781,2160,1577,3.803
194.831,2158.9999999999995,1577,3.801
194.881,2157,1577,3.788
194.931,2156,1577,3.781
194.981,2157,1577,3.788
195.031,2157,1577,3.785
195.081,2154.9999999999995,1577,3.775
195.131,2154.9999999999995,1577,3.774
195.181,2156,1577,3.777
