# Time (s),CP location (mm),CG location (mm),Stability margin calibers (​)
0.01,NaN,1760.9999999999998,NaN
0.02,NaN,1760.9999999999998,NaN
0.03,NaN,1760.9999999999998,NaN
0.04,NaN,1760.9999999999998,NaN
0.05,NaN,1760,NaN
0.06,NaN,1760,NaN
0.07,NaN,1760,NaN
0.08,NaN,1760,NaN
0.09,NaN,1760,NaN
0.1,NaN,1758.9999999999998,NaN
0.11,NaN,1758.9999999999998,NaN
0.12,NaN,1758.9999999999998,NaN
0.13,NaN,1758,NaN
0.14,NaN,1758,NaN
0.15,NaN,1756.9999999999998,NaN
0.16,NaN,1756.9999999999998,NaN
0.17,NaN,1756,NaN
0.18,NaN,1756,NaN
0.19,NaN,1754.9999999999998,NaN
0.2,NaN,1754.9999999999998,NaN
0.21,NaN,1754,NaN
0.219,NaN,1754,NaN
0.227,NaN,1752.9999999999998,NaN
0.239,2013.9999999999998,1752.9999999999998,1.704
0.258,2024.9999999999998,1752,1.783
0.286,2037.9999999999998,1750,1.878
0.329,2053,1748,1.993
0.379,2065,1745,2.086
0.429,2076,1743,2.177
0.479,2087,1740,2.267
0.529,2096,1738,2.339
0.579,2107,1735,2.427
0.629,2116,1733,2.502
0.679,2125,1730,2.579
0.729,2134.9999999999995,1728,2.661
0.779,2134.9999999999995,1725,2.678
0.829,2128,1722,2.646
0.879,2122,1720,2.628
0.929,2119,1717,2.621
0.979,2118,1715,2.63
1.029,2119,1712,2.658
1.079,2123,1709,2.702
1.129,2129,1707,2.754
1.179,2137,1704,2.828
1.229,2141,1701,2.867
1.279,2133,1699,2.836
1.329,2130,1696,2.832
1.379,2130.9999999999995,1693,2.855
1.429,2134.9999999999995,1691,2.901
1.479,2142,1688,2.962
1.529,2146,1685,3.006
1.579,2140,1682,2.99
1.629,2138.9999999999995,1679,2.999
1.679,2142,1677,3.039
1.729,2146.9999999999995,1674,3.09
1.779,2150.9999999999995,1671,3.13
1.829,2148,1668,3.133
1.879,2148,1665,3.152
1.929,2150,1663,3.183
1.979,2154,1659.9999999999998,3.226
2.029,2154.9999999999995,1657,3.249
2.079,2154,1655,3.258
2.129,2156,1651.9999999999998,3.287
2.179,2160,1649.9999999999998,3.335
2.229,2160,1647,3.347
2.279,2160,1643.9999999999998,3.366
2.329,2162.9999999999995,1641.9999999999998,3.405
2.379,2165,1639,3.432
2.429,2165,1635.9999999999998,3.45
2.479,2168,1633.9999999999998,3.487
2.529,2169,1631,3.514
2.579,2170,1629,3.532
2.629,2172,1625.9999999999998,3.559
2.679,2174,1624,3.588
2.729,2174,1622,3.603
2.779,2176,1619,3.632
2.829,2177,1617,3.659
2.879,2178,1614,3.676
2.929,2179,1612,3.702
2.979,2180,1610,3.727
3.029,2181,1607,3.744
3.079,2183,1605,3.773
3.129,2182,1603,3.783
3.179,2185,1601,3.815
3.229,2185,1599,3.825
3.279,2186,1596,3.847
3.329,2187,1594,3.87
3.379,2187,1592,3.882
3.429,2189,1590,3.908
3.479,2189,1589,3.916
3.529,2189,1587,3.929
3.579,2189,1586,3.938
3.629,2189,1585,3.947
3.679,2189,1584,3.953
3.729,2189,1583,3.958
3.779,2189,1582,3.962
3.829,2188,1581,3.963
3.879,2188,1581,3.963
3.929,2188,1580,3.966
3.979,2187,1579,3.966
4.029,2187,1579,3.967
4.079,2186,1579,3.967
4.129,2185,1578,3.962
4.179,2185,1578,3.963
4.229,2184,1578,3.959
4.279,2184,1577,3.961
4.329,2183,1577,3.955
4.379,2182,1577,3.95
4.4,2182,1577,3.949
4.432,2182,1577,3.951
4.481,2181,1577,3.941
4.531,2181,1577,3.942
4.581,2180,1577,3.935
4.631,2180,1577,3.934
4.681,2179,1577,3.929
4.731,2178,1577,3.924
4.781,2178,1577,3.92
4.831,2177,1577,3.915
4.881,2176,1577,3.909
4.931,2176,1577,3.906
4.981,2175,1577,3.904
5.031,2174,1577,3.894
5.081,2173,1577,3.892
5.131,2174,1577,3.894
5.181,2171,1577,3.88
5.231,2172,1577,3.885
5.281,2171,1577,3.879
5.331,2171,1577,3.874
5.381,2171,1577,3.875
5.431,2170,1577,3.872
5.481,2169,1577,3.867
5.531,2169,1577,3.862
5.581,2169,1577,3.866
5.631,2166.9999999999995,1577,3.853
5.681,2168,1577,3.856
5.731,2168,1577,3.855
5.781,2166.9999999999995,1577,3.849
5.831,2166.9999999999995,1577,3.85
5.881,2166,1577,3.845
5.931,2166,1577,3.843
5.981,2166,1577,3.841
6.031,2165,1577,3.839
6.081,2165,1577,3.837
6.131,2164,1577,3.834
6.181,2164,1577,3.831
6.231,2164,1577,3.829
6.281,2162.9999999999995,1577,3.826
6.331,2162,1577,3.819
6.381,2162,1577,3.82
6.431,2162,1577,3.816
6.481,2161,1577,3.814
6.531,2161,1577,3.81
6.581,2161,1577,3.809
6.631,2160,1577,3.805
6.681,2160,1577,3.805
6.731,2158.9999999999995,1577,3.801
6.781,2158.9999999999995,1577,3.797
6.831,2158,1577,3.795
6.881,2158.9999999999995,1577,3.796
6.931,2158,1577,3.792
6.981,2156,1577,3.782
7.031,2157,1577,3.786
7.081,2158,1577,3.79
7.131,2156,1577,3.782
7.181,2156,1577,3.781
7.231,2157,1577,3.783
7.281,2157,1577,3.784
7.331,2156,1577,3.777
7.381,2154.9999999999995,1577,3.77
7.431,2156,1577,3.776
7.481,2154.9999999999995,1577,3.773
7.531,2154.9999999999995,1577,3.773
7.581,2154,1577,3.767
7.631,2154,1577,3.764
7.681,2154,1577,3.764
7.731,2154,1577,3.765
7.781,2153,1577,3.757
7.831,2153,1577,3.756
7.881,2153,1577,3.759
7.931,2153,1577,3.761
7.981,2152,1577,3.751
8.031,2150,1577,3.742
8.081,2150.9999999999995,1577,3.749
8.131,2152,1577,3.756
8.181,2152,1577,3.751
8.231,2150,1577,3.74
8.281,2150,1577,3.741
8.331,2152,1577,3.75
8.381,2150.9999999999995,1577,3.749
8.431,2150.9999999999995,1577,3.748
8.481,2150.9999999999995,1577,3.744
8.531,2150,1577,3.739
8.581,2150.9999999999995,1577,3.745
8.631,2150,1577,3.74
8.681,2150,1577,3.737
8.731,2150,1577,3.737
8.781,2150,1577,3.737
8.831,2149,1577,3.734
8.881,2150,1577,3.737
8.931,2150,1577,3.738
8.981,2149,1577,3.735
9.031,2149,1577,3.733
9.081,2149,1577,3.733
9.131,2149,1577,3.733
9.181,2148,1577,3.724
9.231,2148,1577,3.724
9.281,2149,1577,3.73
9.331,2148,1577,3.728
9.381,2149,1577,3.73
9.431,2148,1577,3.727
9.481,2148,1577,3.727
9.531,2148,1577,3.725
9.581,2148,1577,3.725
9.631,2148,1577,3.726
9.681,2148,1577,3.724
9.731,2146.9999999999995,1577,3.717
9.781,2146,1577,3.715
9.831,2146.9999999999995,1577,3.723
9.881,2146,1577,3.717
9.931,2146.9999999999995,1577,3.718
9.981,2146.9999999999995,1577,3.718
10.031,2146.9999999999995,1577,3.718
10.081,2146.9999999999995,1577,3.72
10.131,2146.9999999999995,1577,3.718
10.181,2146,1577,3.712
10.231,2146.9999999999995,1577,3.717
10.281,2146,1577,3.715
10.331,2146.9999999999995,1577,3.717
10.381,2146,1577,3.713
10.431,2145,1577,3.704
10.481,2145,1577,3.705
10.531,2146,1577,3.714
10.581,2145,1577,3.705
10.631,2144,1577,3.702
10.681,2142.9999999999995,1577,3.694
10.731,2142.9999999999995,1577,3.696
10.781,2145,1577,3.704
10.831,2145,1577,3.708
10.881,2144,1577,3.701
10.931,2144,1577,3.7
10.981,2142.9999999999995,1577,3.696
11.031,2142,1577,3.69
11.081,2142,1577,3.689
11.131,2144,1577,3.701
11.181,2144,1577,3.7
11.231,2142,1577,3.69
11.281,2142,1577,3.686
11.331,2142,1577,3.688
11.381,2142.9999999999995,1577,3.693
11.431,2144,1577,3.699
11.481,2144,1577,3.703
11.531,2144,1577,3.698
11.581,2142,1577,3.69
11.631,2142,1577,3.686
11.681,2141,1577,3.684
11.731,2142.9999999999995,1577,3.691
11.781,2142.9999999999995,1577,3.694
11.831,2144,1577,3.7
11.881,2141,1577,3.68
11.931,2138.9999999999995,1577,3.669
11.981,2140,1577,3.675
12.031,2142,1577,3.689
12.081,2142.9999999999995,1577,3.694
12.131,2142.9999999999995,1577,3.691
12.181,2142.9999999999995,1577,3.697
12.231,2142,1577,3.685
12.281,2140,1577,3.676
12.331,2138.9999999999995,1577,3.667
12.381,2138,1577,3.664
12.431,2138.9999999999995,1577,3.67
12.481,2142,1577,3.685
12.531,2142.9999999999995,1577,3.696
12.581,2142.9999999999995,1577,3.691
12.631,2141,1577,3.681
12.681,2138.9999999999995,1577,3.668
12.731,2138,1577,3.662
12.781,2138,1577,3.661
12.831,2140,1577,3.673
12.881,2141,1577,3.68
12.931,2142.9999999999995,1577,3.693
12.981,2140,1577,3.674
13.031,2137,1577,3.657
13.081,2136,1577,3.647
13.131,2137,1577,3.655
13.181,2140,1577,3.672
13.231,2142,1577,3.69
13.281,2138.9999999999995,1577,3.67
13.331,2137,1577,3.654
13.381,2134.9999999999995,1577,3.641
13.431,2137,1577,3.652
13.481,2138.9999999999995,1577,3.668
13.531,2140,1577,3.675
13.581,2141,1577,3.678
13.631,2137,1577,3.656
13.681,2137,1577,3.652
13.731,2136,1577,3.65
13.781,2137,1577,3.653
13.831,2138,1577,3.66
13.881,2140,1577,3.673
13.931,2142,1577,3.685
13.981,2138.9999999999995,1577,3.668
14.031,2136,1577,3.651
14.081,2134.9999999999995,1577,3.641
14.131,2136,1577,3.649
14.181,2138.9999999999995,1577,3.667
14.231,2141,1577,3.684
14.281,2138,1577,3.664
14.331,2137,1577,3.654
14.381,2136,1577,3.651
14.431,2137,1577,3.657
14.481,2138,1577,3.663
14.531,2138.9999999999995,1577,3.67
14.581,2140,1577,3.673
14.631,2140,1577,3.672
14.681,2136,1577,3.647
14.731,2134,1577,3.638
14.781,2136,1577,3.647
14.831,2138.9999999999995,1577,3.666
14.881,2140,1577,3.674
14.931,2138,1577,3.663
14.981,2138,1577,3.663
15.031,2141,1577,3.678
15.081,2138,1577,3.663
15.131,2137,1577,3.652
15.181,2138,1577,3.658
15.231,2138.9999999999995,1577,3.667
15.281,2140,1577,3.673
15.331,2138,1577,3.66
15.381,2138.9999999999995,1577,3.666
15.431,2138.9999999999995,1577,3.669
15.481,2138.9999999999995,1577,3.668
15.531,2138.9999999999995,1577,3.668
15.581,2138,1577,3.658
15.631,2138,1577,3.664
15.681,2138.9999999999995,1577,3.67
15.731,2138,1577,3.661
15.781,2138.9999999999995,1577,3.665
15.831,2138,1577,3.664
15.881,2138,1577,3.659
15.931,2137,1577,3.653
15.981,2138.9999999999995,1577,3.666
16.031,2138.9999999999995,1577,3.667
16.081,2138,1577,3.659
16.131,2137,1577,3.658
16.181,2137,1577,3.657
16.231,2136,1577,3.648
16.281,2136,1577,3.649
16.331,2137,1577,3.653
16.381,2138,1577,3.663
16.431,2138.9999999999995,1577,3.67
16.481,2138,1577,3.664
16.531,2138,1577,3.663
16.581,2140,1577,3.674
16.631,2138.9999999999995,1577,3.669
16.681,2138.9999999999995,1577,3.67
16.731,2140,1577,3.672
16.781,2140,1577,3.672
16.831,2138.9999999999995,1577,3.668
16.881,2140,1577,3.672
16.931,2138,1577,3.659
16.981,2138,1577,3.659
17.031,2138.9999999999995,1577,3.668
17.081,2138.9999999999995,1577,3.671
17.131,2140,1577,3.672
17.181,2138.9999999999995,1577,3.666
17.231,2138,1577,3.663
17.281,2137,1577,3.654
17.331,2136,1577,3.647
17.381,2138.9999999999995,1577,3.665
17.431,2137,1577,3.655
17.481,2136,1577,3.648
17.531,2134.9999999999995,1577,3.639
17.581,2134.9999999999995,1577,3.644
17.631,2138,1577,3.661
17.681,2136,1577,3.649
17.731,2134,1577,3.632
17.781,2130.9999999999995,1577,3.617
17.831,2130.9999999999995,1577,3.614
17.881,2130,1577,3.611
17.931,2126,1577,3.586
17.981,2124,1577,3.57
18.031,2125,1577,3.578
18.081,2129,1577,3.6
18.131,2133,1577,3.628
18.181,2137,1577,3.657
18.231,2137,1577,3.656
18.281,2130.9999999999995,1577,3.614
18.331,2129,1577,3.605
18.381,2130.9999999999995,1577,3.614
18.431,2129,1577,3.605
18.481,2126.9999999999995,1577,3.592
18.531,2126,1577,3.584
18.581,2124,1577,3.57
18.631,2123,1577,3.564
18.681,2121,1577,3.553
18.731,2120,1577,3.545
18.781,2125,1577,3.579
18.831,2130.9999999999995,1577,3.613
18.881,2136,1577,3.648
18.931,2138,1577,3.661
18.981,2134.9999999999995,1577,3.643
19.031,2134.9999999999995,1577,3.645
19.081,2130.9999999999995,1577,3.615
19.131,2126.9999999999995,1577,3.587
19.181,2126.9999999999995,1577,3.591
19.231,2125,1577,3.575
19.281,2123,1577,3.562
19.331,2124,1577,3.569
19.381,2125,1577,3.576
19.431,2126.9999999999995,1577,3.587
19.481,2128,1577,3.599
19.531,2129,1577,3.604
19.581,2129,1577,3.601
19.631,2130.9999999999995,1577,3.617
19.681,2134.9999999999995,1577,3.642
19.731,2133,1577,3.629
19.781,2130.9999999999995,1577,3.616
19.831,2130.9999999999995,1577,3.615
19.881,2134.9999999999995,1577,3.642
19.931,2136,1577,3.647
19.981,2134,1577,3.638
20.031,2138,1577,3.661
20.081,2130.9999999999995,1577,3.615
20.131,2128,1577,3.598
20.181,2126.9999999999995,1577,3.588
20.231,2129,1577,3.6
20.281,2129,1577,3.604
20.331,2130,1577,3.606
20.381,2130.9999999999995,1577,3.616
20.431,2129,1577,3.605
20.481,2134.9999999999995,1577,3.639
20.531,2136,1577,3.65
20.581,2138,1577,3.663
20.631,2132,1577,3.622
20.681,2125,1577,3.578
20.731,2126,1577,3.586
20.781,2125,1577,3.579
20.831,2118,1577,3.529
20.881,2113,1577,3.497
20.931,2116,1577,3.515
20.981,2114,1577,3.503
21.031,2106,1577,3.454
21.081,2104,1577,3.438
21.131,2108,1577,3.467
21.181,2107,1577,3.46
21.231,2108,1577,3.467
21.281,2114,1577,3.506
21.331,2108,1577,3.465
21.381,2103,1577,3.432
21.431,2101,1577,3.42
21.481,2093,1577,3.37
21.531,2090,1577,3.346
21.581,2093,1577,3.366
21.631,2094,1577,3.374
21.681,2094,1577,3.374
21.731,2092,1577,3.363
21.781,2083,1577,3.303
21.831,2082,1577,3.296
21.881,2084,1577,3.308
21.931,2094,1577,3.376
21.981,2094,1577,3.372
22.031,2094,1577,3.375
22.081,2092,1577,3.36
22.131,2082,1577,3.296
22.181,2072,1577,3.23
22.231,2067,1577,3.198
22.281,2067,1577,3.198
22.331,2058,1577,3.142
22.381,2058,1577,3.141
22.431,2051,1577,3.095
22.481,2045,1577,3.055
22.531,2039,1577,3.017
22.581,2028,1577,2.94
22.631,2008.9999999999998,1577,2.821
22.681,2000,1577,2.759
22.731,1995,1577,2.726
22.781,1986,1577,2.67
22.831,1975,1577,2.597
22.881,1969,1577,2.556
22.931,1962,1577,2.515
22.981,1950,1577,2.435
23.031,1934,1577,2.327
23.081,1911.9999999999998,1577,2.187
23.131,1897,1577,2.087
23.181,1881.9999999999998,1577,1.987
23.231,1868,1577,1.898
23.281,1856,1577,1.822
23.331,1840,1577,1.714
23.381,1824,1577,1.613
23.431,1811,1577,1.527
23.481,1799,1577,1.446
23.531,1784,1577,1.352
23.581,1770,1577,1.259
23.631,1758,1577,1.184
23.681,1749,1577,1.124
23.731,1741,1577,1.073
23.781,2053,1577,3.107
23.831,2053,1577,3.105
23.881,2057,1577,3.134
23.931,2064,1577,3.179
23.981,2068,1577,3.203
24.031,2073,1577,3.238
24.081,2079,1577,3.275
24.131,2083,1577,3.301
24.181,2081,1577,3.288
24.231,2079,1577,3.275
24.281,2078,1577,3.27
24.331,2075,1577,3.25
24.381,2074,1577,3.241
24.431,2069,1577,3.212
24.481,2064,1577,3.18
24.531,2059,1577,3.148
24.581,2051,1577,3.09
24.631,2044,1577,3.049
24.681,2037.9999999999998,1577,3.006
24.731,2035,1577,2.986
24.781,2027,1577,2.937
24.831,2020,1577,2.889
24.881,2012.9999999999998,1577,2.848
24.931,2008.9999999999998,1577,2.82
24.981,2003,1577,2.78
25.031,1996,1577,2.735
25.081,1989,1577,2.689
25.131,1977,1577,2.608
25.181,1965,1577,2.531
25.231,1957,1577,2.48
25.281,1948,1577,2.418
25.331,1938,1577,2.356
25.381,1932,1577,2.319
25.431,1930,1577,2.306
25.481,1928,1577,2.29
25.531,1925,1577,2.271
25.581,1921,1577,2.243
25.631,1919,1577,2.229
25.681,1919,1577,2.232
25.731,1918,1577,2.226
25.781,1922,1577,2.253
25.831,1930,1577,2.305
25.881,1938,1577,2.355
25.931,1947,1577,2.417
25.981,1960,1577,2.499
26.031,1971,1577,2.571
26.081,1981,1577,2.634
26.131,1991,1577,2.704
26.181,2005.9999999999998,1577,2.801
26.231,2020,1577,2.891
26.281,2029.9999999999998,1577,2.957
26.331,2043,1577,3.038
26.381,2059,1577,3.145
26.431,2077,1577,3.266
26.481,2095,1577,3.38
26.531,2113,1577,3.497
26.581,2130.9999999999995,1577,3.617
26.631,2149,1577,3.735
26.681,2165,1577,3.839
26.731,2182,1577,3.946
26.781,2199,1577,4.06
26.831,2212,1577,4.147
26.881,2224,1577,4.22
26.931,2236,1577,4.299
26.981,2253,1577,4.409
27.031,2270,1577,4.524
27.081,2283.9999999999995,1577,4.616
27.131,2297,1577,4.696
27.181,2305,1577,4.754
27.231,2318,1577,4.834
27.281,2329,1577,4.91
27.331,2339,1577,4.974
27.381,2347,1577,5.023
27.431,2349,1577,5.04
27.481,2352,1577,5.057
27.531,2354,1577,5.071
27.581,2354,1577,5.068
27.631,2351,1577,5.054
27.681,2346,1577,5.016
27.731,2342,1577,4.99
27.781,2336,1577,4.957
27.831,2329,1577,4.907
27.881,2319,1577,4.842
27.931,2307,1577,4.763
27.981,2295.9999999999995,1577,4.693
28.031,2282,1577,4.599
28.081,2265,1577,4.491
28.131,2251,1577,4.399
28.181,2235,1577,4.297
28.231,2220,1577,4.199
28.281,2207,1577,4.109
28.331,2191,1577,4.006
28.381,2172,1577,3.881
28.431,2157,1577,3.784
28.481,2146,1577,3.712
28.531,2133,1577,3.631
28.581,2121,1577,3.553
28.631,2111,1577,3.485
28.681,2101,1577,3.419
28.731,2092,1577,3.36
28.781,2085,1577,3.313
28.831,2080,1577,3.282
28.881,2073,1577,3.238
28.931,2066,1577,3.192
28.981,2060,1577,3.155
29.031,2056,1577,3.128
29.081,2054,1577,3.111
29.131,2051,1577,3.092
29.181,2051,1577,3.09
29.231,2052,1577,3.1
29.281,2053,1577,3.104
29.331,2054,1577,3.112
29.381,2056,1577,3.124
29.431,2058,1577,3.137
29.481,2061,1577,3.161
29.531,2064,1577,3.181
29.581,2071,1577,3.222
29.631,2078,1577,3.269
29.681,2086,1577,3.321
29.731,2094,1577,3.372
29.781,2103,1577,3.435
29.831,2113,1577,3.497
29.881,2122,1577,3.559
29.931,2132,1577,3.622
29.981,2140,1577,3.676
30.031,2150.9999999999995,1577,3.748
30.081,2164,1577,3.831
30.131,2174,1577,3.895
30.181,2185,1577,3.97
30.231,2196,1577,4.043
30.281,2205,1577,4.096
30.331,2212,1577,4.144
30.381,2220,1577,4.193
30.431,2226,1577,4.234
30.481,2230,1577,4.262
30.531,2231,1577,4.269
30.581,2233,1577,4.282
30.631,2236,1577,4.3
30.681,2235,1577,4.296
30.731,2234,1577,4.289
30.781,2234,1577,4.285
30.831,2233,1577,4.279
30.881,2231,1577,4.266
30.931,2226,1577,4.237
30.981,2220,1577,4.199
31.031,2215,1577,4.164
31.081,2210,1577,4.133
31.131,2203,1577,4.086
31.181,2196,1577,4.037
31.231,2189,1577,3.992
31.281,2181,1577,3.94
31.331,2173,1577,3.887
31.381,2165,1577,3.841
31.431,2160,1577,3.803
31.481,2153,1577,3.761
31.531,2145,1577,3.709
31.581,2138,1577,3.661
31.631,2132,1577,3.622
31.681,2126.9999999999995,1577,3.587
31.731,2121,1577,3.547
31.781,2115,1577,3.513
31.831,2110,1577,3.476
31.881,2105,1577,3.448
31.931,2102,1577,3.427
31.981,2098,1577,3.398
32.031,2093,1577,3.37
32.081,2091,1577,3.357
32.131,2092,1577,3.363
32.181,2092,1577,3.36
32.231,2091,1577,3.355
32.281,2093,1577,3.366
32.331,2094,1577,3.373
32.381,2095,1577,3.382
32.431,2097,1577,3.393
32.481,2099,1577,3.407
32.531,2103,1577,3.433
32.581,2108,1577,3.464
32.631,2112,1577,3.492
32.681,2115,1577,3.51
32.731,2118,1577,3.533
32.781,2123,1577,3.562
32.831,2128,1577,3.597
32.881,2134.9999999999995,1577,3.639
32.931,2140,1577,3.674
32.981,2145,1577,3.705
33.031,2150.9999999999995,1577,3.747
33.081,2157,1577,3.784
33.131,2162.9999999999995,1577,3.828
33.181,2171,1577,3.876
33.231,2177,1577,3.916
33.281,2182,1577,3.947
33.331,2185,1577,3.969
33.381,2189,1577,3.991
33.431,2191,1577,4.005
33.481,2193,1577,4.018
33.531,2195,1577,4.031
33.581,2196,1577,4.042
33.631,2198,1577,4.05
33.681,2199,1577,4.057
33.731,2198,1577,4.054
33.781,2195,1577,4.031
33.831,2193,1577,4.018
33.881,2191,1577,4.007
33.931,2188,1577,3.99
33.981,2186,1577,3.974
34.031,2184,1577,3.964
34.081,2181,1577,3.944
34.131,2177,1577,3.916
34.181,2173,1577,3.891
34.231,2171,1577,3.877
34.281,2166.9999999999995,1577,3.85
34.331,2162.9999999999995,1577,3.822
34.381,2160,1577,3.805
34.431,2157,1577,3.787
34.481,2153,1577,3.761
34.531,2149,1577,3.735
34.581,2146.9999999999995,1577,3.718
34.631,2144,1577,3.699
34.681,2138.9999999999995,1577,3.669
34.731,2133,1577,3.631
34.781,2129,1577,3.605
34.831,2126.9999999999995,1577,3.587
34.881,2124,1577,3.57
34.931,2122,1577,3.558
34.981,2120,1577,3.547
35.031,2117,1577,3.527
35.081,2115,1577,3.513
35.131,2114,1577,3.505
35.181,2112,1577,3.493
35.231,2111,1577,3.483
35.281,2109,1577,3.474
35.331,2108,1577,3.466
35.381,2108,1577,3.468
35.431,2111,1577,3.485
35.481,2113,1577,3.497
35.531,2113,1577,3.495
35.581,2114,1577,3.505
35.631,2117,1577,3.526
35.681,2121,1577,3.548
35.731,2124,1577,3.571
35.781,2128,1577,3.595
35.831,2132,1577,3.622
35.881,2136,1577,3.647
35.931,2138.9999999999995,1577,3.669
35.981,2141,1577,3.683
36.031,2145,1577,3.705
36.081,2150,1577,3.739
36.131,2152,1577,3.755
36.181,2154.9999999999995,1577,3.772
36.231,2158.9999999999995,1577,3.795
36.281,2162.9999999999995,1577,3.821
36.331,2166,1577,3.843
36.381,2168,1577,3.859
36.431,2171,1577,3.876
36.481,2175,1577,3.9
36.531,2178,1577,3.921
36.581,2179,1577,3.926
36.631,2180,1577,3.934
36.681,2180,1577,3.937
36.731,2181,1577,3.942
36.781,2182,1577,3.95
36.831,2181,1577,3.943
36.881,2181,1577,3.941
36.931,2181,1577,3.941
36.981,2181,1577,3.944
37.031,2181,1577,3.94
37.081,2178,1577,3.923
37.131,2174,1577,3.895
37.181,2169,1577,3.864
37.231,2166.9999999999995,1577,3.851
37.281,2166,1577,3.844
37.331,2165,1577,3.836
37.381,2162.9999999999995,1577,3.827
37.431,2162,1577,3.819
37.481,2160,1577,3.806
37.531,2156,1577,3.78
37.581,2154,1577,3.763
37.631,2152,1577,3.753
37.681,2150.9999999999995,1577,3.746
37.731,2150.9999999999995,1577,3.746
37.781,2149,1577,3.73
37.831,2146,1577,3.712
37.881,2145,1577,3.706
37.931,2142.9999999999995,1577,3.693
37.981,2140,1577,3.678
38.031,2138.9999999999995,1577,3.668
38.081,2137,1577,3.656
38.131,2136,1577,3.651
38.181,2134.9999999999995,1577,3.644
38.231,2134,1577,3.635
38.281,2132,1577,3.624
38.331,2130.9999999999995,1577,3.613
38.381,2130,1577,3.608
38.431,2129,1577,3.606
38.481,2130,1577,3.61
38.531,2130,1577,3.609
38.581,2129,1577,3.606
38.631,2129,1577,3.604
38.681,2130,1577,3.611
38.731,2132,1577,3.621
38.781,2134,1577,3.633
38.831,2134.9999999999995,1577,3.643
38.881,2136,1577,3.647
38.931,2136,1577,3.65
38.981,2138,1577,3.662
39.031,2141,1577,3.683
39.081,2144,1577,3.699
39.131,2145,1577,3.706
39.181,2146,1577,3.715
39.231,2148,1577,3.725
39.281,2150.9999999999995,1577,3.744
39.331,2153,1577,3.762
39.381,2154.9999999999995,1577,3.775
39.431,2156,1577,3.779
39.481,2158,1577,3.789
39.531,2160,1577,3.804
39.581,2160,1577,3.802
39.631,2161,1577,3.808
39.681,2162,1577,3.818
39.731,2164,1577,3.831
39.781,2164,1577,3.833
39.831,2164,1577,3.829
39.881,2164,1577,3.83
39.931,2164,1577,3.831
39.981,2164,1577,3.832
40.031,2162.9999999999995,1577,3.825
40.081,2162,1577,3.82
40.131,2162,1577,3.818
40.181,2161,1577,3.811
40.231,2161,1577,3.813
40.281,2162.9999999999995,1577,3.826
40.331,2164,1577,3.83
40.381,2162.9999999999995,1577,3.825
40.431,2162.9999999999995,1577,3.824
40.481,2165,1577,3.834
40.531,2166.9999999999995,1577,3.848
40.581,2166.9999999999995,1577,3.852
40.631,2166,1577,3.842
40.681,2162.9999999999995,1577,3.824
40.731,2160,1577,3.803
40.781,2158,1577,3.791
40.831,2158.9999999999995,1577,3.797
40.881,2157,1577,3.786
40.931,2154.9999999999995,1577,3.772
40.981,2153,1577,3.759
41.031,2152,1577,3.754
41.081,2150.9999999999995,1577,3.749
41.131,2150.9999999999995,1577,3.744
41.181,2152,1577,3.75
41.231,2150,1577,3.739
41.281,2148,1577,3.728
41.331,2146.9999999999995,1577,3.717
41.381,2146.9999999999995,1577,3.719
41.431,2146.9999999999995,1577,3.719
41.481,2144,1577,3.698
41.531,2142.9999999999995,1577,3.692
41.581,2144,1577,3.698
41.631,2142.9999999999995,1577,3.694
41.681,2142,1577,3.686
41.731,2141,1577,3.678
41.781,2138,1577,3.664
41.831,2136,1577,3.649
41.881,2134.9999999999995,1577,3.642
41.931,2133,1577,3.627
41.981,2132,1577,3.622
42.031,2133,1577,3.629
42.081,2134,1577,3.635
42.131,2134.9999999999995,1577,3.641
42.181,2136,1577,3.647
42.231,2138,1577,3.658
42.281,2138,1577,3.662
42.331,2138,1577,3.662
42.381,2138,1577,3.662
42.431,2138.9999999999995,1577,3.669
42.481,2141,1577,3.678
42.531,2141,1577,3.681
42.581,2142,1577,3.688
42.631,2144,1577,3.698
42.681,2144,1577,3.699
42.731,2144,1577,3.702
42.781,2145,1577,3.709
42.831,2146.9999999999995,1577,3.72
42.881,2146.9999999999995,1577,3.719
42.931,2148,1577,3.726
42.981,2150.9999999999995,1577,3.744
43.031,2153,1577,3.757
43.081,2156,1577,3.776
43.131,2158,1577,3.79
43.181,2160,1577,3.802
43.231,2162,1577,3.815
43.281,2165,1577,3.837
43.331,2166.9999999999995,1577,3.85
43.381,2169,1577,3.866
43.431,2172,1577,3.884
43.481,2174,1577,3.898
43.531,2176,1577,3.91
43.581,2177,1577,3.916
43.631,2176,1577,3.908
43.681,2175,1577,3.904
43.731,2174,1577,3.897
43.781,2172,1577,3.88
43.831,2170,1577,3.871
43.881,2168,1577,3.86
43.931,2166,1577,3.844
43.981,2162.9999999999995,1577,3.824
44.031,2162,1577,3.817
44.081,2161,1577,3.813
44.131,2158.9999999999995,1577,3.798
44.181,2158,1577,3.789
44.231,2156,1577,3.782
44.281,2153,1577,3.76
44.331,2150,1577,3.74
44.381,2148,1577,3.729
44.431,2148,1577,3.724
44.481,2146.9999999999995,1577,3.718
44.531,2145,1577,3.709
44.581,2142.9999999999995,1577,3.695
44.631,2141,1577,3.681
44.681,2138.9999999999995,1577,3.668
44.731,2138.9999999999995,1577,3.67
